",appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price"
"22789,873320,1,0,0,0.0,3,0,0,2.09"
"22790,873330,1,0,0,3.0,0,0,0,4.49"
"22791,873370,0,0,0,4.0,2,0,0,0.0"
"22792,873390,1,0,0,8.0,0,0,0,1.69"
"22793,873410,1,0,0,12.0,2,0,0,1.69"
"22794,873490,0,0,7,75.0,11,0,0,3.99"
"22795,873500,1,0,19,6.0,0,0,0,3.99"
"22796,873560,1,0,11,5.0,0,0,0,3.99"
"22797,873610,1,0,26,36.0,4,0,0,0.79"
"22798,873620,1,0,9,14.0,11,0,0,0.79"
"22799,873710,1,0,0,0.0,2,0,0,1.69"
"22800,873720,1,0,0,0.0,1,0,0,11.39"
"22801,873730,1,0,19,3.0,9,0,0,1.69"
"22802,873790,1,0,100,5.0,2,0,0,1.69"
"22803,873810,1,0,0,8.0,8,0,0,0.0"
"22804,873820,0,0,0,29.0,7,0,0,2.09"
"22805,873850,1,0,10,1.0,3,0,0,4.79"
"22806,873860,1,0,0,3.0,0,0,0,16.99"
"22807,873890,1,0,0,7.0,0,0,0,19.49"
"22808,873900,1,0,23,5.0,1,0,0,11.39"
"22809,873910,1,0,0,13.0,27,0,0,0.0"
"22810,873930,1,0,41,17.0,14,0,0,0.79"
"22811,873960,1,0,0,20.0,30,0,0,0.0"
"22812,873970,1,0,0,0.0,2,0,0,5.79"
"22813,873980,1,0,5,11.0,5,3,3,5.19"
"22814,874010,1,0,200,18.0,5,0,0,0.79"
"22815,874020,1,0,18,4.0,1,0,0,11.39"
"22816,874030,1,0,16,138.0,71,0,0,0.0"
"22817,874080,1,0,14,3.0,0,0,0,1.69"
"22818,874090,1,0,0,2.0,1,0,0,3.99"
"22819,874130,1,0,144,22.0,5,0,0,1.69"
"22820,874140,1,0,150,4.0,5,0,0,0.79"
"22821,874180,1,0,0,3.0,0,0,0,7.19"
"22822,874200,1,0,12,7.0,7,0,0,3.99"
"22823,874230,1,0,20,11.0,7,0,0,1.69"
"22824,874240,1,0,0,885.0,1050,129,178,0.0"
"22825,874250,1,0,0,2.0,1,0,0,1.69"
"22826,874270,1,0,0,7.0,9,0,0,7.19"
"22827,874330,1,0,7,7.0,8,0,0,1.69"
"22828,874370,1,0,0,25.0,6,0,0,5.19"
"22829,874380,1,0,153,7.0,11,0,0,1.69"
"22830,874400,1,0,4987,76.0,27,0,0,0.0"
"22831,874460,1,0,31,54.0,21,0,0,19.99"
"22832,874640,1,0,0,1.0,4,0,0,2.0"
"22833,874650,1,0,308,199.0,117,0,0,0.0"
"22834,874690,1,0,0,8.0,3,0,0,0.0"
"22835,874700,1,0,0,12.0,18,0,0,1.69"
"22836,874760,1,0,0,9.0,1,0,0,0.0"
"22837,874770,1,0,1,14.0,0,0,0,1.69"
"22838,874780,1,0,0,1.0,3,0,0,0.79"
"22839,874810,1,0,0,1.0,2,0,0,0.79"
"22840,874830,1,0,0,9.0,14,0,0,1.69"
"22841,874840,1,0,0,1.0,7,0,0,0.79"
"22842,874870,1,0,0,9.0,6,0,0,0.0"
"22843,874880,1,0,0,6.0,5,0,0,0.0"
"22844,874930,1,0,12,7.0,4,0,0,5.19"
"22845,875080,1,0,51,8.0,1,0,0,10.29"
"22846,875110,1,0,19,16.0,1,0,0,3.99"
"22847,875240,1,0,21,37.0,9,0,0,1.69"
"22848,875250,1,0,11,4.0,4,0,0,2.89"
"22849,875260,1,0,10,5.0,29,0,0,5.19"
"22850,875270,1,0,0,7.0,1,0,0,10.29"
"22851,875300,0,0,0,31.0,1,0,0,0.0"
"22852,875320,1,0,0,0.0,1,0,0,7.19"
"22853,875340,1,0,27,6.0,1,0,0,4.79"
"22854,875360,1,0,0,0.0,8,0,0,3.99"
"22855,875430,1,0,0,15.0,20,0,0,0.79"
"22856,875470,1,0,0,21.0,15,0,0,1.69"
"22857,875480,1,0,0,28.0,6,0,0,0.0"
"22858,875500,1,0,0,2.0,1,0,0,1.69"
"22859,875510,1,0,0,4.0,1,0,0,2.09"
"22860,875520,1,0,29,5.0,1,0,0,1.69"
"22861,875530,1,0,6,13.0,2,0,0,5.79"
"22862,875540,1,0,0,10.0,3,0,0,3.99"
"22863,875550,1,0,0,4.0,9,0,0,2.09"
"22864,875630,0,0,0,3.0,4,0,0,0.79"
"22865,875660,1,0,12,6.0,0,0,0,5.79"
"22866,875670,1,0,0,5.0,1,0,0,0.79"
"22867,875710,1,0,0,5.0,1,0,0,0.0"
"22868,875740,1,0,0,182.0,37,0,0,0.0"
"22869,875760,1,0,0,107.0,7,0,0,15.49"
"22870,875780,1,0,0,1.0,0,0,0,0.79"
"22871,875790,1,0,0,1.0,0,0,0,0.79"
"22872,875810,1,0,15,8.0,0,0,0,3.99"
"22873,875830,1,0,12,40.0,4,0,0,1.69"
"22874,875840,1,0,0,2.0,1,0,0,6.19"
"22875,875930,1,0,20,108.0,3,0,0,10.29"
"22876,876100,1,0,0,3.0,0,0,0,3.99"
"22877,876110,1,0,0,9.0,10,0,0,0.0"
"22878,876130,1,0,0,9.0,2,0,0,7.19"
"22879,876140,1,0,8,3.0,6,0,0,1.69"
"22880,876160,1,0,0,299.0,30,0,0,0.0"
"22881,876170,1,0,0,0.0,2,0,0,13.49"
"22882,876180,1,0,11,8.0,0,0,0,2.89"
"22883,876200,1,0,14,21.0,16,0,0,0.79"
"22884,876210,1,0,0,2.0,0,0,0,1.99"
"22885,876220,1,0,32,53.0,20,0,0,10.9"
"22886,876290,1,0,0,2.0,4,0,0,1.69"
"22887,876300,1,0,0,8.0,6,0,0,2.89"
"22888,876310,1,0,7,40.0,7,0,0,3.99"
"22889,876320,1,0,17,12.0,0,0,0,7.19"
"22890,876330,1,0,0,169.0,171,686,686,0.0"
"22891,876340,1,18,0,10.0,2,0,0,0.0"
"22892,876380,1,0,19,33.0,16,0,0,0.79"
"22893,876410,1,0,12,1.0,1,0,0,2.09"
"22894,876470,1,0,0,35.0,46,0,0,0.0"
"22895,876480,1,0,25,2.0,0,0,0,3.99"
"22896,876540,1,0,0,1.0,1,0,0,3.99"
"22897,876580,1,0,0,1.0,0,0,0,0.79"
"22898,876650,1,0,66,179.0,3,0,0,7.19"
"22899,876810,1,0,26,1.0,1,0,0,2.09"
"22900,876840,1,0,126,5.0,0,0,0,6.99"
"22901,876850,0,0,21,87.0,3,0,0,0.79"
"22902,876860,1,0,0,1.0,3,0,0,2.89"
"22903,876870,1,0,9,0.0,7,0,0,3.99"
"22904,876890,1,0,99,18.0,0,0,0,1.69"
"22905,876900,1,0,0,210.0,82,0,0,0.0"
"22906,876910,1,0,0,5.0,6,0,0,0.79"
"22907,876930,1,0,0,11.0,7,0,0,9.29"
"22908,876960,1,0,17,5.0,3,0,0,2.89"
"22909,877020,1,0,100,7.0,5,0,0,0.79"
"22910,877040,1,0,57,9.0,2,0,0,4.99"
"22911,877060,1,0,16,3.0,0,0,0,1.69"
"22912,877070,1,0,0,1.0,0,0,0,3.99"
"22913,877080,1,0,7,37.0,15,0,0,10.99"
"22914,877150,1,0,6,7.0,1,0,0,3.99"
"22915,877180,1,0,1,3.0,0,0,0,0.79"
"22916,877190,1,0,15,30.0,7,0,0,2.09"
"22917,877200,1,0,0,438.0,138,0,0,21.99"
"22918,877230,1,0,0,8.0,3,0,0,0.79"
"22919,877250,1,0,0,3.0,4,0,0,2.09"
"22920,877260,1,0,30,13.0,9,0,0,1.69"
"22921,877270,1,0,0,3.0,1,0,0,3.99"
"22922,877310,1,0,0,2.0,1,0,0,3.99"
"22923,877360,1,0,5000,87.0,45,0,0,0.79"
"22924,877370,1,0,120,24.0,10,0,0,0.79"
"22925,877380,1,0,33,9.0,5,0,0,3.99"
"22926,877390,1,0,161,13.0,0,0,0,0.79"
"22927,877460,1,0,0,11.0,9,0,0,0.0"
"22928,877470,1,0,0,1.0,2,0,0,0.79"
"22929,877480,1,0,12,3.0,0,0,0,2.09"
"22930,877550,1,0,51,5.0,0,0,0,5.79"
"22931,877590,0,0,0,3.0,4,0,0,19.49"
"22932,877680,1,0,0,6.0,5,0,0,2.09"
"22933,877730,1,16,0,3.0,3,0,0,7.19"
"22934,877750,1,0,0,0.0,1,0,0,2.09"
"22935,877760,1,0,6,36.0,5,0,0,0.79"
"22936,877780,1,0,12,2.0,7,0,0,1.69"
"22937,877820,1,0,233,16.0,22,0,0,0.99"
"22938,877840,1,0,100,90.0,16,0,0,0.79"
"22939,877910,1,0,0,68.0,16,0,0,0.0"
"22940,877960,1,0,0,7.0,2,0,0,2.09"
"22941,877980,1,0,1,9.0,5,0,0,13.99"
"22942,878020,1,0,0,26.0,4,0,0,3.99"
"22943,878050,1,0,4,10.0,12,0,0,1.69"
"22944,878080,1,0,11,11.0,12,0,0,1.69"
"22945,878100,1,0,29,3.0,1,0,0,4.79"
"22946,878110,1,0,0,54.0,10,0,0,0.0"
"22947,878120,0,0,0,1.0,2,0,0,0.79"
"22948,878140,1,0,0,0.0,1,0,0,2.09"
"22949,878150,1,0,0,17.0,2,0,0,7.19"
"22950,878160,1,0,0,3.0,6,0,0,7.19"
"22951,878170,1,0,0,9.0,2,0,0,2.89"
"22952,878180,1,0,41,12.0,2,0,0,0.79"
"22953,878240,1,0,0,7.0,7,0,0,3.99"
"22954,878250,1,0,131,13.0,1,0,0,3.99"
"22955,878270,1,0,1,4.0,0,0,0,9.99"
"22956,878280,1,0,65,7.0,1,0,0,0.0"
"22957,878290,1,0,45,6.0,2,0,0,11.39"
"22958,878300,1,0,0,2.0,2,0,0,1.69"
"22959,878320,1,0,29,257.0,29,0,0,0.0"
"22960,878330,1,0,11,10.0,2,0,0,7.19"
"22961,878340,1,0,0,4.0,0,0,0,5.79"
"22962,878350,1,0,20,28.0,6,0,0,4.79"
"22963,878380,1,0,0,958.0,179,8659,8659,4.79"
"22964,878400,1,0,0,1.0,3,0,0,5.19"
"22965,878410,1,0,0,1.0,1,0,0,3.99"
"22966,878420,1,0,55,93.0,27,0,0,11.99"
"22967,878440,1,0,0,8.0,0,0,0,9.29"
"22968,878470,1,0,0,9.0,7,0,0,1.69"
"22969,878500,1,0,100,2.0,1,0,0,0.79"
"22970,878510,1,0,0,2.0,0,0,0,2.09"
"22971,878520,1,0,15,30.0,7,0,0,9.99"
"22972,878540,1,0,0,0.0,2,0,0,3.99"
"22973,878570,1,0,64,1.0,3,0,0,1.69"
"22974,878580,1,18,21,93.0,18,1,1,11.39"
"22975,878610,1,0,0,1.0,0,0,0,2.89"
"22976,878620,1,0,0,2.0,0,0,0,15.49"
"22977,878640,1,0,1,9.0,5,0,0,0.79"
"22978,878660,1,0,108,7.0,4,0,0,0.79"
"22979,878680,1,0,7,7.0,0,0,0,0.89"
"22980,878710,1,0,0,4.0,2,0,0,11.39"
"22981,878750,1,0,3000,4662.0,450,77,102,0.79"
"22982,878780,1,0,0,10.0,2,0,0,0.79"
"22983,878810,1,0,0,0.0,4,0,0,15.49"
"22984,878820,1,0,5,10.0,12,0,0,0.79"
"22985,878910,1,0,0,2.0,0,0,0,1.69"
"22986,878980,1,0,12,4.0,0,0,0,0.0"
"22987,879030,1,0,0,3.0,3,0,0,0.0"
"22988,879060,1,0,0,19.0,3,0,0,2.09"
"22989,879090,1,0,0,1.0,1,0,0,0.79"
"22990,879100,1,0,0,2.0,0,0,0,3.99"
"22991,879110,1,0,0,1.0,2,0,0,0.79"
"22992,879120,1,0,20,3.0,2,0,0,3.99"
"22993,879160,1,0,0,2839.0,1725,639,812,0.0"
"22994,879210,1,0,0,4.0,10,0,0,0.79"
"22995,879220,1,0,0,16.0,15,0,0,0.79"
"22996,879250,1,0,33,62.0,22,0,0,0.0"
"22997,879270,1,0,37,7.0,0,0,0,3.99"
"22998,879280,1,0,1,4.0,0,0,0,1.69"
"22999,879290,1,0,100,15.0,0,0,0,6.99"
"23000,879310,1,0,10,12.0,8,0,0,7.19"
"23001,879320,1,0,0,0.0,2,0,0,0.79"
"23002,879410,1,0,4,18.0,13,0,0,0.0"
"23003,879430,1,0,100,26.0,0,0,0,0.79"
"23004,879450,1,0,6,2.0,0,0,0,1.69"
"23005,879470,1,0,60,27.0,16,0,0,0.79"
"23006,879480,1,0,0,2.0,1,0,0,6.19"
"23007,879510,1,0,36,165.0,7,0,0,7.99"
"23008,879520,1,0,40,8.0,0,0,0,11.39"
"23009,879600,1,0,0,3.0,0,0,0,11.39"
"23010,879610,1,0,0,5.0,10,0,0,15.49"
"23011,879620,1,0,0,5.0,5,0,0,0.79"
"23012,879650,1,0,0,34.0,18,0,0,0.0"
"23013,879660,1,0,0,2.0,0,0,0,11.39"
"23014,879670,1,0,0,62.0,44,0,0,0.79"
"23015,879740,1,0,100,7.0,1,0,0,11.39"
"23016,879850,1,0,0,3.0,0,0,0,3.99"
"23017,879920,1,0,72,2.0,0,0,0,7.19"
"23018,880130,1,0,27,21.0,0,0,0,5.79"
"23019,880180,1,0,27,8.0,1,0,0,7.19"
"23020,880200,1,0,0,13.0,13,0,0,13.49"
"23021,880270,1,0,0,4.0,1,0,0,0.0"
"23022,880320,1,0,0,1.0,1,0,0,7.19"
"23023,880340,1,0,0,1.0,0,0,0,2.89"
"23024,880370,1,0,10,11.0,1,0,0,0.79"
"23025,880380,1,0,98,43.0,42,0,0,30.99"
"23026,880400,1,0,8,443.0,42,0,0,2.89"
"23027,880470,1,0,46,16.0,10,0,0,24.99"
"23028,880490,1,0,0,157.0,11,0,0,0.79"
"23029,880550,1,0,13,12.0,8,0,0,0.79"
"23030,880560,1,0,20,15.0,2,0,0,4.79"
"23031,880570,1,0,0,5.0,0,0,0,0.79"
"23032,880590,1,0,100,0.0,2,0,0,1.69"
"23033,880600,1,0,0,13.0,4,0,0,2.89"
"23034,880610,1,0,9,32.0,3,0,0,0.79"
"23035,880620,1,0,0,18.0,13,0,0,0.79"
"23036,880720,1,0,6,4.0,0,0,0,4.79"
"23037,880770,1,0,4,3.0,2,0,0,6.19"
"23038,880780,1,0,5,5.0,6,0,0,0.79"
"23039,880830,1,0,41,14.0,0,0,0,1.99"
"23040,880840,1,0,0,5.0,0,0,0,1.69"
"23041,880850,1,0,0,137.0,178,0,0,0.0"
"23042,880860,1,0,0,17.0,2,0,0,3.99"
"23043,880890,1,0,0,3.0,7,0,0,0.79"
"23044,880940,1,0,31,1368.0,306,211,268,11.39"
"23045,880950,0,0,9,855.0,25,1,1,19.49"
"23046,880990,1,0,5,6.0,19,0,0,1.69"
"23047,881060,1,0,60,1.0,2,0,0,6.99"
"23048,881080,1,0,0,0.0,3,0,0,3.99"
"23049,881110,1,0,0,6.0,1,0,0,1.69"
"23050,881130,1,0,11,15.0,0,0,0,7.19"
"23051,881150,1,0,0,3.0,3,0,0,2.89"
"23052,881170,1,0,0,1.0,5,0,0,0.79"
"23053,881190,1,0,8,3.0,0,0,0,7.19"
"23054,881230,1,0,50,14.0,9,0,0,4.79"
"23055,881250,1,0,30,36.0,8,0,0,0.79"
"23056,881260,1,0,19,5.0,2,0,0,5.79"
"23057,881300,1,0,0,17.0,4,0,0,0.0"
"23058,881320,1,0,50,82.0,31,0,0,24.99"
"23059,881490,1,0,0,42.0,23,0,0,0.0"
"23060,881500,1,0,9,5.0,3,0,0,0.79"
"23061,881510,1,0,5,40.0,43,0,0,7.19"
"23062,881520,1,0,55,11.0,2,0,0,3.99"
"23063,881560,1,0,30,53.0,9,0,0,6.19"
"23064,881610,1,0,1,3.0,7,0,0,4.99"
"23065,881620,1,0,0,1.0,0,0,0,2.89"
"23066,881690,1,0,27,107.0,29,0,0,11.99"
"23067,881730,1,0,5,2.0,5,0,0,1.69"
"23068,881750,1,0,19,17.0,1,0,0,7.19"
"23069,881820,1,0,0,3.0,1,0,0,6.19"
"23070,881880,1,0,6,6.0,6,0,0,3.99"
"23071,881910,1,0,0,2.0,1,0,0,3.99"
"23072,881920,1,0,5,92.0,33,0,0,1.69"
"23073,881930,1,0,0,1.0,3,0,0,0.79"
"23074,881970,1,0,0,1.0,0,0,0,1.2"
"23075,881980,1,0,8,4.0,1,0,0,2.09"
"23076,882020,1,0,50,100.0,57,0,0,39.99"
"23077,882040,1,0,0,22.0,1,0,0,3.99"
"23078,882070,1,0,25,21.0,14,0,0,0.79"
"23079,882080,1,0,47,16.0,1,0,0,2.89"
"23080,882110,1,0,0,148.0,1,0,0,0.0"
"23081,882140,1,0,3,97.0,4,0,0,15.49"
"23082,882200,1,0,16,9.0,3,0,0,5.79"
"23083,882210,1,0,20,17.0,0,0,0,11.39"
"23084,882220,1,0,0,51.0,14,0,0,0.0"
"23085,882230,1,0,0,2.0,4,0,0,3.99"
"23086,882260,1,0,0,1.0,1,0,0,3.99"
"23087,882290,1,0,0,3.0,1,0,0,1.69"
"23088,882310,1,0,6,51.0,10,0,0,0.79"
"23089,882330,1,0,65,2.0,7,0,0,1.69"
"23090,882360,1,0,0,11.0,10,0,0,0.79"
"23091,882370,1,0,0,7.0,7,0,0,0.79"
"23092,882390,1,0,91,4.0,0,0,0,3.99"
"23093,882410,1,0,25,118.0,19,0,0,0.0"
"23094,882460,1,0,0,2.0,5,0,0,1.69"
"23095,882520,1,0,1,5.0,4,0,0,3.99"
"23096,882530,1,0,1,1.0,1,0,0,3.99"
"23097,882560,1,0,10,42.0,30,0,0,5.19"
"23098,882600,1,0,0,1.0,1,0,0,3.99"
"23099,882620,1,0,12,14.0,1,0,0,2.89"
"23100,882630,1,0,0,1.0,3,0,0,0.79"
"23101,882640,1,0,32,31.0,5,0,0,7.19"
"23102,882670,1,0,0,23.0,12,0,0,5.79"
"23103,882700,1,0,0,2.0,0,0,0,2.09"
"23104,882710,1,0,30,410.0,15,568,568,6.19"
"23105,882750,1,0,0,1.0,0,0,0,2.89"
"23106,882790,0,0,80,2799.0,228,950,1434,15.8"
"23107,882900,1,0,0,89.0,5,0,0,5.79"
"23108,882910,1,0,0,9.0,9,0,0,15.49"
"23109,882940,1,0,0,72.0,35,0,0,1.69"
"23110,882960,1,0,10,511.0,113,19,19,2.89"
"23111,882990,1,0,0,4.0,4,0,0,1.69"
"23112,883000,1,0,0,0.0,1,0,0,0.79"
"23113,883010,1,0,100,10.0,1,0,0,0.79"
"23114,883020,1,0,0,37.0,5,0,0,7.19"
"23115,883070,1,0,6,64.0,9,0,0,9.99"
"23116,883100,1,0,0,349.0,42,0,0,0.99"
"23117,883130,1,0,100,70.0,16,0,0,15.49"
"23118,883170,1,0,0,3.0,9,0,0,5.19"
"23119,883190,1,0,7,8.0,0,0,0,1.69"
"23120,883220,1,0,0,45.0,22,0,0,4.79"
"23121,883270,1,0,0,3.0,0,0,0,2.89"
"23122,883280,1,0,0,2.0,0,0,0,5.19"
"23123,883300,1,0,10,3.0,2,0,0,9.29"
"23124,883370,1,0,0,4.0,4,0,0,13.99"
"23125,883390,1,0,5,1.0,3,0,0,0.79"
"23126,883560,1,0,27,6.0,0,0,0,19.49"
"23127,883620,1,0,6,3.0,1,0,0,1.69"
"23128,883630,1,0,0,3.0,0,0,0,1.69"
"23129,883670,1,0,21,23.0,16,0,0,7.19"
"23130,883710,1,18,43,24950.0,1075,841,843,44.99"
"23131,883790,1,0,0,2.0,1,0,0,1.69"
"23132,883810,1,0,0,5.0,0,0,0,5.79"
"23133,883830,1,18,0,4.0,0,0,0,2.09"
"23134,883860,1,0,48,269.0,101,0,0,0.0"
"23135,883870,0,0,15,76.0,4,0,0,5.79"
"23136,883900,1,0,45,2.0,0,0,0,1.69"
"23137,883930,1,0,24,3.0,1,0,0,1.69"
"23138,883960,1,0,0,2.0,1,0,0,4.79"
"23139,883970,1,0,0,10.0,20,0,0,9.29"
"23140,884050,0,0,0,466.0,125,0,0,1.69"
"23141,884160,1,0,0,3.0,0,0,0,0.0"
"23142,884200,1,0,0,72.0,54,0,0,0.79"
"23143,884210,1,0,1,18.0,10,0,0,3.99"
"23144,884230,1,0,1,5.0,3,0,0,3.99"
"23145,884250,1,0,1,5.0,3,0,0,3.99"
"23146,884260,1,0,35,425.0,8,0,0,3.99"
"23147,884270,1,0,0,1.0,0,0,0,1.69"
"23148,884290,1,0,0,2.0,2,0,0,2.09"
"23149,884350,1,0,0,13.0,1,0,0,0.0"
"23150,884370,1,0,0,12.0,1,0,0,15.49"
"23151,884390,1,0,1,3.0,4,0,0,4.99"
"23152,884400,1,0,0,7.0,0,0,0,2.09"
"23153,884410,1,0,60,6.0,3,0,0,2.09"
"23154,884420,1,0,30,7.0,2,0,0,3.99"
"23155,884430,1,0,17,4.0,6,0,0,3.99"
"23156,884440,1,0,1,5.0,3,0,0,4.99"
"23157,884470,1,0,0,4.0,0,0,0,2.09"
"23158,884500,1,0,5,0.0,1,0,0,1.69"
"23159,884530,1,0,5,1.0,5,0,0,1.69"
"23160,884550,1,0,0,36.0,48,0,0,0.0"
"23161,884590,1,0,5,1.0,3,0,0,2.89"
"23162,884640,1,0,0,22.0,6,0,0,5.79"
"23163,884660,1,0,13,9657.0,2964,130,54,0.0"
"23164,884770,1,0,58,2.0,1,0,0,0.79"
"23165,884800,1,0,0,10.0,17,0,0,0.79"
"23166,884830,1,0,0,13.0,7,0,0,0.0"
"23167,884880,1,0,0,6.0,3,0,0,2.09"
"23168,884900,1,0,100,0.0,3,0,0,0.79"
"23169,884930,1,0,0,11.0,15,0,0,0.79"
"23170,884960,1,0,10,20.0,1,0,0,5.79"
"23171,884990,1,0,0,32.0,8,0,0,3.99"
"23172,885000,1,0,8,62.0,1,0,0,13.49"
"23173,885030,1,0,0,12.0,1,0,0,0.0"
"23174,885090,1,0,20,4.0,24,0,0,5.79"
"23175,885100,1,0,20,19.0,30,0,0,5.79"
"23176,885110,1,0,20,7.0,14,0,0,6.19"
"23177,885120,1,0,47,29.0,3,0,0,4.79"
"23178,885140,0,0,20,315.0,72,380,380,5.19"
"23179,885150,1,0,11,197.0,32,0,0,15.99"
"23180,885170,1,0,22,5.0,6,0,0,5.19"
"23181,885180,1,0,15,10.0,17,0,0,4.79"
"23182,885190,1,0,0,11.0,11,0,0,0.79"
"23183,885220,1,0,0,1.0,0,0,0,0.79"
"23184,885240,1,0,81,2.0,2,0,0,0.79"
"23185,885290,1,0,0,3.0,0,0,0,2.09"
"23186,885310,1,0,0,5.0,2,0,0,2.09"
"23187,885320,1,0,13,4.0,5,0,0,9.29"
"23188,885380,1,0,22,14.0,7,0,0,5.19"
"23189,885390,1,0,13,21.0,30,0,0,2.09"
"23190,885470,1,0,0,21.0,0,0,0,0.0"
"23191,885570,0,0,3,21.0,3,0,0,7.19"
"23192,885590,1,0,0,9.0,7,0,0,0.0"
"23193,885600,1,0,0,2.0,3,0,0,3.99"
"23194,885630,1,0,0,19.0,9,0,0,0.79"
"23195,885640,1,0,1,372.0,90,0,0,0.0"
"23196,885650,1,0,0,57.0,3,0,0,0.0"
"23197,885690,1,0,14,19.0,6,0,0,0.0"
"23198,885730,1,0,0,8.0,35,0,0,0.0"
"23199,885780,1,0,27,17.0,3,0,0,3.99"
"23200,885790,1,0,0,14.0,1,0,0,5.19"
"23201,885810,1,0,0,359.0,8,0,0,11.39"
"23202,885950,1,0,33,46.0,0,0,0,8.29"
"23203,886010,1,0,24,4.0,4,0,0,0.79"
"23204,886020,1,0,0,3.0,3,0,0,0.79"
"23205,886040,1,0,0,344.0,131,35,35,0.79"
"23206,886070,1,0,24,22.0,4,0,0,7.19"
"23207,886180,1,0,27,7.0,1,0,0,4.79"
"23208,886200,1,0,0,14.0,0,0,0,7.99"
"23209,886230,1,0,28,1.0,0,0,0,15.49"
"23210,886250,1,0,0,308.0,37,0,0,0.0"
"23211,886270,1,0,0,14.0,8,0,0,0.0"
"23212,886290,1,0,0,1.0,1,0,0,3.99"
"23213,886300,1,0,8,4.0,0,0,0,3.99"
"23214,886310,1,0,0,0.0,6,0,0,1.69"
"23215,886330,1,0,2,4.0,1,0,0,3.99"
"23216,886350,1,0,0,2.0,1,0,0,2.09"
"23217,886360,1,0,0,0.0,1,0,0,5.19"
"23218,886370,1,0,0,29.0,8,0,0,3.99"
"23219,886380,1,0,20,11.0,0,0,0,2.89"
"23220,886390,1,0,8,10.0,4,0,0,3.99"
"23221,886450,1,0,7,0.0,1,0,0,1.69"
"23222,886460,1,0,4,115.0,20,0,0,0.0"
"23223,886470,1,0,100,11.0,10,0,0,0.79"
"23224,886490,1,0,0,6.0,2,0,0,0.79"
"23225,886520,1,0,0,62.0,34,0,0,5.34"
"23226,886580,1,0,13,2.0,1,0,0,1.69"
"23227,886590,1,0,0,8.0,5,0,0,0.79"
"23228,886600,1,0,10,5.0,1,0,0,0.79"
"23229,886610,1,0,0,0.0,1,0,0,3.99"
"23230,886630,1,0,47,24.0,2,0,0,5.19"
"23231,886670,1,0,13,3.0,0,0,0,0.79"
"23232,886730,1,0,22,10.0,6,0,0,30.99"
"23233,886780,1,0,5,1.0,1,0,0,2.09"
"23234,886820,1,0,50,87.0,16,0,0,49.99"
"23235,886830,1,0,5,2.0,0,0,0,1.69"
"23236,886900,1,0,17,140.0,52,0,0,15.49"
"23237,886950,1,0,8,26.0,2,0,0,1.69"
"23238,886960,1,0,50,407.0,208,0,0,11.39"
"23239,886970,1,0,0,26.0,9,0,0,6.19"
"23240,887060,1,0,30,82.0,24,0,0,24.99"
"23241,887160,0,0,8,32.0,2,0,0,1.69"
"23242,887170,1,0,0,1.0,1,0,0,7.19"
"23243,887280,1,0,0,1.0,0,0,0,0.79"
"23244,887300,1,0,0,2.0,1,0,0,4.79"
"23245,887340,1,0,4,58.0,16,0,0,0.79"
"23246,887370,1,0,56,112.0,45,0,0,19.49"
"23247,887400,1,0,17,9.0,0,0,0,10.29"
"23248,887440,1,0,0,1.0,0,0,0,11.39"
"23249,887510,1,0,0,21.0,0,0,0,2.09"
"23250,887520,1,0,0,10.0,6,0,0,0.0"
"23251,887530,1,0,0,195.0,47,0,0,11.39"
"23252,887550,1,0,0,2.0,1,0,0,8.29"
"23253,887590,1,0,0,1.0,0,0,0,3.99"
"23254,887630,1,0,5,0.0,1,0,0,2.09"
"23255,887660,1,0,14,2.0,0,0,0,0.79"
"23256,887710,1,0,0,3.0,5,0,0,0.79"
"23257,887730,1,0,0,17.0,2,0,0,7.99"
"23258,887740,0,0,0,2.0,10,0,0,0.0"
"23259,887750,1,0,14,4.0,0,0,0,1.69"
"23260,887800,1,0,30,44.0,35,0,0,29.99"
"23261,887820,1,0,33,22.0,3,0,0,4.79"
"23262,887850,1,0,62,22.0,17,0,0,0.79"
"23263,887870,1,0,0,1.0,0,0,0,0.79"
"23264,887880,1,0,15,4.0,0,0,0,0.79"
"23265,887890,1,0,8,4.0,0,0,0,1.69"
"23266,887900,1,0,0,15.0,2,0,0,3.99"
"23267,887930,1,0,0,0.0,1,0,0,7.19"
"23268,887950,1,0,0,1.0,0,0,0,7.19"
"23269,887960,1,0,0,6.0,1,0,0,7.19"
"23270,887970,1,0,4,48.0,6,0,0,2.99"
"23271,888010,1,0,20,22.0,3,0,0,6.19"
"23272,888030,1,0,15,0.0,3,0,0,7.19"
"23273,888040,1,0,0,106.0,6,0,0,4.79"
"23274,888070,1,0,0,17.0,11,0,0,0.0"
"23275,888090,1,0,3,1119.0,69,0,0,0.0"
"23276,888220,1,0,0,8.0,0,0,0,4.79"
"23277,888250,1,0,0,1.0,1,0,0,4.79"
"23278,888260,1,0,0,119.0,14,0,0,2.09"
"23279,888310,1,0,0,3.0,0,0,0,2.09"
"23280,888380,1,0,0,5.0,1,0,0,2.89"
"23281,888400,1,0,0,1.0,4,0,0,2.09"
"23282,888480,1,0,34,3.0,0,0,0,0.79"
"23283,888540,1,0,0,1.0,4,0,0,3.99"
"23284,888560,1,3,0,2.0,1,0,0,1.69"
"23285,888570,1,0,0,5.0,2,0,0,1.69"
