",appid,english,required_age,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,price"
"5769,372950,1,0,12,9.0,1,0,0,6.99"
"5770,372960,1,0,37,22.0,1,0,0,5.59"
"5771,372970,1,0,19,35.0,8,0,0,3.99"
"5772,373120,1,0,0,12.0,10,0,0,1.99"
"5773,373140,1,0,0,15.0,12,0,0,2.09"
"5774,373180,1,0,0,1997.0,216,348,348,1.99"
"5775,373240,1,0,0,123.0,47,0,0,6.99"
"5776,373290,1,0,14,39.0,34,286,286,2.09"
"5777,373330,1,0,0,523.0,686,484,484,0.0"
"5778,373360,1,0,55,91.0,47,0,0,7.19"
"5779,373390,1,12,17,1644.0,61,0,0,6.99"
"5780,373420,1,0,54,10601.0,1201,1559,1190,29.99"
"5781,373440,1,0,0,63.0,26,379,553,3.99"
"5782,373460,1,0,0,10.0,5,0,0,2.09"
"5783,373470,1,0,0,43.0,10,0,0,6.99"
"5784,373480,1,0,11,97.0,60,0,0,9.29"
"5785,373600,1,0,14,47.0,5,151,151,3.99"
"5786,373610,1,0,17,77.0,15,109,109,2.79"
"5787,373620,1,0,15,40.0,9,149,149,2.79"
"5788,373630,1,0,12,27.0,9,122,122,1.99"
"5789,373640,1,0,0,5.0,2,0,0,7.19"
"5790,373650,1,0,29,83.0,28,0,0,19.99"
"5791,373670,1,0,0,16.0,20,0,0,2.79"
"5792,373720,1,0,3,193.0,114,6,10,0.0"
"5793,373730,1,0,0,70.0,38,0,0,6.19"
"5794,373750,1,0,0,161.0,24,0,0,5.79"
"5795,373770,1,0,30,2637.0,94,258,246,1.99"
"5796,373800,1,0,0,8.0,20,0,0,3.99"
"5797,373810,1,0,0,9.0,23,0,0,2.79"
"5798,373820,1,0,0,4.0,9,0,0,2.79"
"5799,373860,1,0,0,39.0,35,0,0,4.99"
"5800,373870,1,0,0,26.0,16,0,0,4.99"
"5801,373880,1,0,20,9.0,18,0,0,1.59"
"5802,373920,1,0,26,132.0,112,0,0,14.99"
"5803,373930,1,0,61,2579.0,1107,0,0,39.99"
"5804,373970,1,0,60,270.0,24,0,0,0.0"
"5805,373990,1,0,18,135.0,54,0,0,10.59"
"5806,374010,1,0,0,31.0,13,0,0,1.99"
"5807,374030,1,0,17,1365.0,691,219,219,6.99"
"5808,374040,1,0,29,10837.0,2531,1241,1247,14.99"
"5809,374050,1,0,112,39.0,27,0,0,6.99"
"5810,374060,1,0,15,158.0,54,0,0,10.29"
"5811,374080,1,0,0,9.0,2,0,0,4.99"
"5812,374120,1,0,0,5.0,8,0,0,5.59"
"5813,374150,1,0,8,18.0,4,0,0,11.39"
"5814,374170,1,0,11,15.0,15,0,0,3.99"
"5815,374240,1,0,0,30.0,12,0,0,6.99"
"5816,374280,1,0,17,1201.0,1001,2713,2713,6.99"
"5817,374320,1,0,43,100412.0,9953,4222,1776,39.99"
"5818,374380,1,0,0,58.0,22,0,0,18.99"
"5819,374410,1,0,19,231.0,12,0,0,1.99"
"5820,374420,1,0,0,3.0,0,0,0,6.99"
"5821,374450,1,0,0,16.0,5,0,0,3.99"
"5822,374460,1,0,31,35.0,5,226,226,0.79"
"5823,374510,1,0,0,9.0,17,0,0,4.99"
"5824,374520,1,0,44,65.0,69,0,0,25.99"
"5825,374620,1,0,27,5.0,4,0,0,6.99"
"5826,374630,1,0,27,4.0,1,0,0,1.99"
"5827,374640,1,0,10,29.0,52,0,0,6.99"
"5828,374670,1,0,15,833.0,194,0,0,0.0"
"5829,374830,1,0,40,232.0,62,396,590,7.99"
"5830,374900,1,0,50,661.0,176,163,188,10.99"
"5831,374940,1,0,29,5.0,2,0,0,6.99"
"5832,374950,1,0,10,39.0,50,0,0,1.59"
"5833,374960,1,0,6,5.0,2,0,0,6.99"
"5834,374990,1,0,21,8.0,7,0,0,3.99"
"5835,375000,1,0,47,7.0,4,0,0,3.99"
"5836,375010,1,0,9,166.0,67,253,282,1.99"
"5837,375020,1,0,0,14.0,10,0,0,3.99"
"5838,375030,1,0,32,172.0,40,0,0,1.59"
"5839,375040,1,0,16,26.0,20,0,0,0.79"
"5840,375090,1,0,0,12.0,4,0,0,1.99"
"5841,375120,1,0,5,197.0,37,0,0,4.99"
"5842,375130,1,0,14,241.0,9,0,0,3.99"
"5843,375170,1,0,30,28.0,7,0,0,1.59"
"5844,375180,1,0,0,165.0,91,0,0,0.79"
"5845,375190,1,0,0,14.0,4,0,0,3.99"
"5846,375200,1,0,0,827.0,103,408,694,6.99"
"5847,375210,1,0,27,47.0,6,0,0,10.99"
"5848,375220,1,0,0,46.0,90,1,1,0.0"
"5849,375230,1,0,67,5439.0,5580,495,43,0.0"
"5850,375250,1,0,160,159.0,27,289,289,5.19"
"5851,375290,1,0,10,20.0,7,0,0,3.99"
"5852,375310,1,0,0,35.0,5,0,0,1.99"
"5853,375320,1,0,0,55.0,35,242,245,0.79"
"5854,375330,1,0,6,30.0,29,0,0,1.99"
"5855,375430,1,0,14,7.0,3,0,0,3.99"
"5856,375440,1,0,20,292.0,23,0,0,15.49"
"5857,375450,1,0,29,331.0,243,0,0,49.99"
"5858,375460,1,0,16,571.0,862,323,429,1.99"
"5859,375480,1,0,105,1209.0,76,0,0,7.19"
"5860,375500,1,0,0,59.0,36,0,0,4.79"
"5861,375510,1,0,0,614.0,872,202,214,0.79"
"5862,375520,1,0,32,139.0,36,284,302,3.99"
"5863,375530,1,0,70,1774.0,172,0,0,15.49"
"5864,375550,1,0,0,29.0,3,0,0,6.99"
"5865,375570,1,0,8,1.0,0,0,0,3.99"
"5866,375580,1,0,0,41.0,16,0,0,3.99"
"5867,375600,1,0,15,734.0,268,8,8,0.0"
"5868,375620,1,0,0,23.0,81,266,302,4.79"
"5869,375680,1,0,2,103.0,227,254,259,0.79"
"5870,375750,1,0,58,249.0,19,0,0,11.39"
"5871,375760,1,0,0,18.0,25,0,0,1.99"
"5872,375770,1,0,4,30.0,12,409,409,3.99"
"5873,375790,1,0,8,14.0,9,0,0,2.09"
"5874,375820,1,0,16,2200.0,155,207,204,6.99"
"5875,375840,1,0,11,210.0,33,19,19,13.59"
"5876,375850,1,0,16,48.0,44,276,271,1.59"
"5877,375870,1,0,0,7.0,0,0,0,3.99"
"5878,375900,1,0,0,742.0,441,8159,8159,33.99"
"5879,375910,1,0,198,2141.0,1245,1930,3613,33.99"
"5880,375930,1,0,0,33.0,6,0,0,3.99"
"5881,375950,1,0,47,5524.0,575,12,18,0.0"
"5882,376110,1,0,0,26.0,17,0,0,1.99"
"5883,376120,1,0,0,16.0,27,0,0,1.99"
"5884,376130,1,0,0,21.0,18,0,0,7.99"
"5885,376140,1,0,0,58.0,62,0,0,0.0"
"5886,376150,1,0,27,13.0,32,0,0,6.99"
"5887,376160,1,0,0,2.0,0,0,0,1.99"
"5888,376210,1,0,0,7107.0,3219,1824,2609,14.99"
"5889,376240,1,0,0,25.0,2,0,0,9.29"
"5890,376250,1,0,59,34.0,14,0,0,0.79"
"5891,376300,1,0,48,1900.0,153,185,242,22.99"
"5892,376310,1,0,4,195.0,357,0,0,0.0"
"5893,376350,1,0,88,3.0,3,0,0,2.09"
"5894,376410,1,0,0,24.0,14,0,0,10.99"
"5895,376450,1,0,23,33.0,18,0,0,18.99"
"5896,376480,1,0,0,14.0,7,293,326,4.79"
"5897,376490,1,0,17,8.0,4,458,458,4.79"
"5898,376520,1,0,20,372.0,48,0,0,7.19"
"5899,376560,1,0,12,85.0,16,0,0,0.0"
"5900,376680,1,0,31,92.0,37,4,4,6.99"
"5901,376730,1,0,0,38.0,54,243,256,2.79"
"5902,376750,1,0,0,20.0,17,0,0,4.99"
"5903,376760,1,0,0,23.0,7,55,55,4.99"
"5904,376770,1,0,0,23.0,2,0,0,4.99"
"5905,376780,1,0,0,11.0,8,0,0,1.99"
"5906,376790,1,0,0,15.0,7,0,0,1.99"
"5907,376870,1,0,50,6041.0,1948,399,432,18.99"
"5908,376880,1,0,15,49.0,21,0,0,7.19"
"5909,376920,1,0,0,158.0,51,428,638,0.79"
"5910,377060,1,0,5,191.0,87,0,0,14.99"
"5911,377070,1,0,15,24.0,6,0,0,6.99"
"5912,377080,1,0,13,304.0,22,223,223,6.99"
"5913,377100,1,0,20,6.0,1,0,0,0.79"
"5914,377120,1,0,0,54.0,24,0,0,3.99"
"5915,377140,1,0,1,359.0,280,0,0,13.59"
"5916,377160,1,18,84,110376.0,45377,4822,2904,19.99"
"5917,377190,1,0,25,35.0,7,0,0,3.99"
"5918,377200,1,0,53,11.0,2,0,0,6.99"
"5919,377250,1,0,33,17.0,1,0,0,9.99"
"5920,377260,1,0,19,196.0,100,9,9,0.0"
"5921,377280,1,0,50,17.0,6,0,0,3.99"
"5922,377290,1,0,0,132.0,126,331,371,1.69"
"5923,377310,1,0,15,166.0,127,275,260,0.79"
"5924,377320,1,0,4,16.0,3,0,0,15.49"
"5925,377330,1,0,8,622.0,82,9,17,0.0"
"5926,377360,1,0,25,123.0,65,222,222,3.99"
"5927,377430,1,0,0,315.0,33,48,48,0.0"
"5928,377450,1,0,24,88.0,2,0,0,4.99"
"5929,377460,1,0,13,115.0,10,0,0,3.99"
"5930,377470,1,0,15,89.0,51,0,0,3.99"
"5931,377480,1,0,24,104.0,46,0,0,10.99"
"5932,377500,1,0,0,30.0,4,0,0,3.99"
"5933,377520,1,0,0,118.0,37,0,0,29.99"
"5934,377530,1,0,0,2280.0,588,4048,4048,12.99"
"5935,377550,1,0,9,18.0,6,0,0,3.99"
"5936,377570,1,0,0,25.0,9,0,0,0.79"
"5937,377600,1,0,0,477.0,53,221,271,0.79"
"5938,377660,1,0,14,119.0,2,0,0,2.09"
"5939,377670,1,0,0,290.0,12,58,58,14.99"
"5940,377680,1,0,0,502.0,173,510,810,6.99"
"5941,377690,1,0,11,158.0,9,0,0,7.19"
"5942,377710,1,0,0,129.0,8,662,662,14.99"
"5943,377720,1,0,0,55.0,3,523,523,14.99"
"5944,377760,1,0,0,142.0,25,0,0,1.59"
"5945,377840,1,12,85,3875.0,325,1911,3665,15.99"
"5946,377860,1,0,50,790.0,20,82,82,14.99"
"5947,377870,1,0,32,375.0,65,31,31,29.99"
"5948,377880,1,0,46,145.0,23,0,0,6.99"
"5949,377890,1,0,9,6.0,3,0,0,2.79"
"5950,377900,1,0,43,520.0,169,94,94,6.99"
"5951,377940,1,0,0,13.0,3,0,0,2.79"
"5952,377970,1,0,41,146.0,64,0,0,2.79"
"5953,377980,1,0,11,36.0,34,525,525,0.79"
"5954,378030,1,0,169,42.0,5,0,0,9.99"
"5955,378070,1,0,37,38.0,12,0,0,7.19"
"5956,378080,1,0,31,57.0,15,0,0,6.99"
"5957,378090,1,0,0,13.0,4,0,0,3.99"
"5958,378100,1,0,11,264.0,308,243,258,1.59"
"5959,378110,1,0,52,134.0,28,0,0,2.09"
"5960,378240,1,0,15,3.0,0,0,0,14.99"
"5961,378260,1,0,27,64.0,21,0,0,3.99"
"5962,378270,1,0,10,251.0,124,309,323,0.79"
"5963,378300,1,0,0,155.0,16,13,13,0.0"
"5964,378350,1,0,24,12.0,2,0,0,1.99"
"5965,378360,1,0,1,332.0,75,0,0,27.79"
"5966,378370,1,0,26,2153.0,1502,82,159,0.0"
"5967,378390,1,0,0,1.0,5,0,0,14.99"
"5968,378420,1,0,0,5.0,58,0,0,2.79"
"5969,378450,1,0,35,1.0,3,0,0,6.99"
"5970,378480,1,0,26,62.0,80,0,0,0.0"
"5971,378510,1,0,0,5.0,11,0,0,10.99"
"5972,378530,1,0,0,31.0,5,0,0,9.99"
"5973,378540,1,0,67,3220.0,1113,422,422,24.99"
"5974,378570,1,0,0,19.0,10,0,0,1.99"
"5975,378580,1,0,0,73.0,42,0,0,10.99"
"5976,378610,1,0,30,4036.0,385,47,47,14.99"
"5977,378630,1,0,21,46.0,15,0,0,4.99"
"5978,378660,1,0,14,839.0,442,0,0,3.99"
"5979,378700,1,0,10,24.0,11,0,0,5.59"
"5980,378720,1,0,31,2533.0,264,301,301,14.99"
"5981,378750,1,0,30,99.0,5,0,0,10.99"
"5982,378770,1,0,29,81.0,4,0,0,10.99"
"5983,378790,1,0,0,13.0,1,0,0,10.59"
"5984,378800,1,0,32,209.0,117,0,0,17.99"
"5985,378810,1,0,26,35.0,11,0,0,9.99"
"5986,378830,1,0,15,29.0,14,0,0,3.99"
"5987,378850,1,0,34,60.0,10,0,0,1.59"
"5988,378860,1,0,47,4190.0,1747,121,169,44.99"
"5989,378930,1,0,21,77.0,35,0,0,8.29"
"5990,379210,1,0,0,455.0,84,487,487,5.59"
"5991,379260,1,0,0,6.0,5,0,0,6.19"
"5992,379290,1,0,25,64.0,66,301,301,3.99"
"5993,379320,1,0,16,74.0,18,325,325,3.99"
"5994,379340,1,0,0,7.0,5,0,0,3.99"
"5995,379380,1,0,0,3.0,7,0,0,3.99"
"5996,379390,1,0,5,12.0,2,0,0,3.99"
"5997,379420,1,0,13,108.0,18,0,0,8.99"
"5998,379430,1,0,71,30024.0,9307,2106,2282,29.99"
"5999,379520,1,0,13,32.0,4,0,0,8.99"
"6000,379530,1,0,54,96.0,31,272,272,7.19"
"6001,379600,1,0,0,62.0,24,12,12,2.79"
"6002,379610,1,0,14,43.0,5,0,0,6.99"
"6003,379640,1,0,27,210.0,16,1,1,2.89"
"6004,379720,1,18,54,68536.0,5156,751,560,14.99"
"6005,379760,1,0,9,46.0,5,0,0,3.99"
"6006,379870,1,0,0,43.0,48,0,0,0.0"
"6007,379960,1,0,0,134.0,76,273,273,10.99"
"6008,379980,1,0,0,1157.0,107,256,318,6.99"
"6009,379990,1,0,10,12.0,31,276,276,6.99"
"6010,380000,1,0,0,16.0,11,0,0,3.99"
"6011,380020,1,0,29,606.0,267,199,210,1.59"
"6012,380100,1,0,33,14.0,1,0,0,11.39"
"6013,380120,1,0,11,6.0,1,0,0,6.99"
"6014,380140,1,0,0,218.0,50,95242,190445,0.0"
"6015,380150,1,0,27,920.0,209,0,0,7.99"
"6016,380210,1,0,12,12.0,11,0,0,3.99"
"6017,380220,1,0,9,514.0,266,0,0,15.49"
"6018,380360,1,0,100,632.0,219,5889,6061,0.0"
"6019,380540,1,0,11,25.0,18,0,0,3.99"
"6020,380550,1,0,15,54.0,29,243,266,0.79"
"6021,380560,1,0,16,14.0,6,0,0,1.99"
"6022,380580,1,16,0,249.0,156,169,173,0.79"
"6023,380600,1,0,0,10585.0,3330,196,61,0.0"
"6024,380660,1,0,9,66.0,10,0,0,7.19"
"6025,380670,1,0,47,319.0,17,0,0,10.99"
"6026,380690,1,0,12,13.0,11,432,432,8.99"
"6027,380700,1,0,9,26.0,18,0,0,1.59"
"6028,380750,1,0,25,338.0,151,0,0,14.99"
"6029,380790,1,0,11,5.0,8,373,373,0.79"
"6030,380810,1,0,27,89.0,1,0,0,6.99"
"6031,380840,1,0,0,3104.0,415,112,35,0.0"
"6032,380860,1,0,17,21.0,5,0,0,4.79"
"6033,380920,1,0,32,46.0,6,0,0,11.39"
"6034,380950,1,0,0,15.0,4,0,0,7.19"
"6035,380990,1,0,12,22.0,18,0,0,4.79"
"6036,381000,1,0,0,0.0,1,0,0,1.59"
"6037,381010,1,0,0,44.0,24,0,0,9.99"
"6038,381020,1,0,28,614.0,51,799,799,14.99"
"6039,381050,1,18,5,47.0,19,0,0,3.99"
"6040,381100,1,16,17,231.0,43,0,0,22.99"
"6041,381120,1,0,31,1512.0,943,322,541,3.99"
"6042,381130,1,0,15,11.0,29,0,0,0.79"
"6043,381140,1,0,9,204.0,95,59,59,0.79"
"6044,381170,1,0,11,35.0,29,167,167,1.99"
"6045,381180,1,0,0,260.0,217,0,0,9.99"
"6046,381210,1,0,128,140721.0,44985,5904,585,14.99"
"6047,381220,1,0,20,35.0,28,0,0,5.59"
"6048,381250,1,0,32,8.0,0,0,0,6.99"
"6049,381260,1,0,30,109.0,50,0,0,5.59"
"6050,381310,1,0,0,14.0,3,0,0,6.99"
"6051,381320,1,0,30,62.0,17,0,0,6.99"
"6052,381340,1,0,23,20.0,1,0,0,7.19"
"6053,381550,1,0,0,2.0,0,0,0,7.99"
"6054,381560,1,0,50,359.0,349,141,141,0.0"
"6055,381590,1,0,0,42.0,37,0,0,2.09"
"6056,381610,1,0,16,31.0,8,0,0,6.99"
"6057,381640,0,0,0,423.0,288,9,9,0.0"
"6058,381750,1,0,29,121.0,74,0,0,10.99"
"6059,381780,1,0,35,1092.0,108,113,113,10.29"
"6060,381800,1,0,0,19.0,19,0,0,1.99"
"6061,381850,1,0,13,21.0,10,0,0,4.5"
"6062,381870,1,0,17,101.0,14,237,254,1.69"
"6063,381880,1,0,47,72.0,11,0,0,5.59"
"6064,381890,1,0,6,57.0,2,0,0,7.19"
"6065,381900,1,0,24,81.0,19,0,0,5.79"
"6066,381910,1,0,26,20.0,5,0,0,1.99"
"6067,381940,1,0,0,949.0,227,169,169,0.0"
"6068,382000,1,0,0,334.0,14,0,0,0.0"
"6069,382050,1,0,41,550.0,72,352,352,3.99"
"6070,382070,1,0,20,65.0,17,0,0,0.79"
"6071,382080,1,0,19,135.0,133,262,253,2.79"
"6072,382090,1,12,0,170.0,40,0,0,5.99"
"6073,382110,1,0,0,723.0,316,16,16,10.99"
"6074,382120,1,0,0,425.0,213,245,258,0.79"
"6075,382130,1,0,11,30.0,13,0,0,6.15"
"6076,382140,1,0,46,999.0,371,139,209,11.99"
"6077,382160,1,0,0,24.0,68,2,2,9.99"
"6078,382180,1,0,13,40.0,19,0,0,2.89"
"6079,382250,1,0,0,22.0,18,0,0,0.79"
"6080,382260,1,0,16,287.0,24,0,0,0.0"
"6081,382270,1,0,11,14.0,1,0,0,0.79"
"6082,382300,1,0,7,291.0,223,235,361,1.99"
"6083,382310,1,0,0,1875.0,639,2197,2582,23.79"
"6084,382320,1,0,0,7.0,4,0,0,1.99"
"6085,382330,1,0,0,61.0,57,0,0,7.19"
"6086,382350,1,0,0,122.0,71,0,0,10.99"
"6087,382360,1,0,43,142.0,77,0,0,14.99"
"6088,382380,1,0,0,101.0,23,0,0,10.99"
"6089,382420,1,16,21,120.0,126,0,0,10.99"
"6090,382480,1,0,0,82.0,40,0,0,3.99"
"6091,382490,1,0,44,5715.0,352,147,141,0.0"
"6092,382570,1,0,0,79.0,76,0,0,4.79"
"6093,382880,1,0,0,16.0,25,0,0,10.99"
"6094,382890,1,12,96,489.0,198,0,0,10.99"
"6095,382900,1,12,28,884.0,259,0,0,10.99"
"6096,382920,1,0,17,56.0,14,0,0,3.99"
"6097,383010,1,0,0,13.0,2,0,0,6.99"
"6098,383020,1,0,5,7.0,6,0,0,6.99"
"6099,383080,1,0,0,11952.0,2209,1055,107,0.0"
"6100,383100,1,0,0,42.0,2,0,0,3.99"
"6101,383120,1,0,0,11061.0,2777,495,739,14.99"
"6102,383150,1,18,57,3513.0,1415,1725,533,11.99"
"6103,383180,1,18,35,788.0,401,184,184,11.99"
"6104,383190,1,0,0,14.0,0,0,0,3.99"
"6105,383230,1,0,10,1421.0,491,184,184,10.29"
"6106,383240,1,0,25,11.0,14,0,0,0.79"
"6107,383270,1,0,13,737.0,48,20,20,11.99"
"6108,383330,1,0,14,159.0,97,212,212,0.79"
"6109,383460,1,0,21,286.0,37,744,744,9.99"
"6110,383520,1,0,0,39.0,27,342,342,3.99"
"6111,383530,1,0,0,4.0,7,0,0,3.99"
"6112,383540,1,0,7,20.0,6,0,0,3.99"
"6113,383560,1,0,0,79.0,75,379,379,2.79"
"6114,383580,1,0,9,927.0,364,205,214,1.59"
"6115,383590,1,0,0,15.0,10,0,0,10.99"
"6116,383620,1,0,0,6.0,19,0,0,1.99"
"6117,383630,1,0,34,35.0,12,0,0,1.99"
"6118,383670,1,0,14,26.0,9,0,0,1.69"
"6119,383690,1,0,37,128.0,25,11,11,5.99"
"6120,383700,1,0,14,39.0,14,0,0,3.99"
"6121,383710,1,0,40,21.0,32,273,273,7.99"
"6122,383720,1,0,32,47.0,25,0,0,3.99"
"6123,383750,1,0,21,55.0,20,0,0,4.99"
"6124,383780,1,0,0,8.0,8,0,0,3.99"
"6125,383790,1,0,22,341.0,232,0,0,6.99"
"6126,383800,1,0,0,36.0,34,0,0,3.99"
"6127,383810,1,0,0,6.0,11,0,0,4.79"
"6128,383840,1,0,0,328.0,60,0,0,15.49"
"6129,383870,1,0,10,32886.0,5524,206,257,14.99"
"6130,383930,1,0,12,322.0,58,0,0,14.99"
"6131,383950,1,0,16,31.0,10,0,0,4.99"
"6132,383960,1,0,0,113.0,24,650,650,9.99"
"6133,383980,1,0,25,4814.0,686,245,252,10.99"
"6134,384000,1,0,31,230.0,79,62,62,5.99"
"6135,384010,1,0,24,25.0,11,0,0,1.99"
"6136,384030,1,0,0,258.0,174,550,1090,0.0"
"6137,384040,1,0,0,11.0,2,0,0,4.99"
"6138,384080,1,0,79,151.0,102,0,0,17.99"
"6139,384090,1,0,0,96.0,44,0,0,1.0"
"6140,384100,1,0,5,32.0,7,0,0,4.99"
"6141,384110,1,0,42,843.0,150,308,308,9.99"
"6142,384120,1,0,12,31.0,16,0,0,1.99"
"6143,384180,1,0,45,1628.0,434,64,111,0.0"
"6144,384190,1,0,12,15634.0,1233,116,83,14.99"
"6145,384200,1,0,50,26.0,12,0,0,9.99"
"6146,384210,1,0,6,8.0,6,0,0,5.59"
"6147,384230,1,0,24,11.0,0,0,0,4.79"
"6148,384250,1,0,57,89.0,57,8,8,11.99"
"6149,384280,1,0,16,115.0,14,0,0,3.99"
"6150,384300,1,0,15,6208.0,2324,6362,11929,10.99"
"6151,384310,1,0,36,267.0,86,174,174,10.99"
"6152,384320,1,0,25,37.0,37,0,0,29.99"
"6153,384330,1,0,18,38.0,17,0,0,4.79"
"6154,384360,1,0,24,551.0,176,0,0,1.59"
"6155,384480,1,0,30,70.0,8,223,223,3.99"
"6156,384490,1,0,13,2516.0,1298,27,27,22.99"
"6157,384500,1,0,12,517.0,80,0,0,7.19"
"6158,384550,1,0,0,282.0,146,53,53,6.99"
"6159,384570,1,0,0,331.0,167,0,0,5.99"
"6160,384590,1,0,33,21.0,1,0,0,1.99"
"6161,384630,1,0,0,1241.0,66,242,242,10.99"
"6162,384660,1,0,15,9.0,0,0,0,3.99"
"6163,384680,1,0,30,445.0,34,0,0,2.79"
"6164,384690,1,0,13,76.0,1,270,270,6.99"
"6165,384700,1,0,17,25.0,5,187,187,8.99"
"6166,384740,1,0,18,544.0,237,261,267,3.99"
"6167,384750,1,0,0,137.0,146,0,0,7.19"
"6168,384840,1,0,0,35.0,33,0,0,10.99"
"6169,384880,1,0,0,1.0,3,0,0,5.19"
"6170,384890,1,0,72,20.0,3,0,0,2.09"
"6171,384900,1,0,0,0.0,2,0,0,6.99"
"6172,384910,1,0,0,15.0,4,0,0,3.99"
"6173,384920,1,18,1,15.0,32,0,0,18.99"
"6174,384940,1,0,44,19.0,4,0,0,5.59"
"6175,384950,1,0,0,17.0,8,288,291,2.09"
"6176,384960,1,0,12,122.0,24,429,451,7.19"
"6177,384970,1,0,0,1.0,3,0,0,0.79"
"6178,384980,1,0,14,501.0,188,9,16,0.0"
"6179,384990,1,0,8,66.0,16,0,0,1.59"
"6180,385030,1,0,0,16.0,2,0,0,0.79"
"6181,385060,1,0,59,35.0,4,0,0,4.79"
"6182,385070,1,0,36,199.0,83,277,280,5.99"
"6183,385080,1,0,0,54.0,160,334,333,1.59"
"6184,385100,1,0,0,29.0,0,0,0,1.99"
"6185,385130,1,0,0,54.0,10,0,0,14.99"
"6186,385150,1,0,0,57.0,14,0,0,1.59"
"6187,385220,1,0,0,59.0,35,0,0,1.59"
"6188,385230,1,0,0,55.0,16,0,0,1.59"
"6189,385240,1,0,20,715.0,159,280,299,3.99"
"6190,385250,1,0,20,361.0,5,0,0,5.59"
"6191,385260,1,0,0,118.0,69,0,0,0.0"
"6192,385270,1,0,12,843.0,378,383,401,2.79"
"6193,385310,1,0,0,34.0,27,213,213,0.79"
"6194,385330,1,0,0,441.0,38,0,0,2.09"
"6195,385350,1,0,0,14.0,5,0,0,0.79"
"6196,385360,1,0,20,57.0,41,0,0,3.99"
"6197,385370,1,0,5,2187.0,364,1,1,0.0"
"6198,385380,1,0,0,947.0,213,947,947,11.99"
"6199,385390,1,0,0,8.0,17,0,0,3.99"
"6200,385400,1,0,0,387.0,538,53,53,5.19"
"6201,385410,1,0,39,14.0,6,318,319,2.89"
"6202,385440,1,0,25,39.0,16,228,228,1.99"
"6203,385490,1,3,44,66.0,57,0,0,4.79"
"6204,385530,1,0,46,109.0,51,0,0,0.0"
"6205,385560,1,0,39,542.0,100,243,243,10.99"
"6206,385580,1,0,18,3.0,8,0,0,2.99"
"6207,385590,1,0,9,140.0,37,0,0,0.0"
"6208,385600,1,0,34,25.0,28,0,0,2.79"
"6209,385630,1,0,0,15.0,29,0,0,3.99"
"6210,385690,1,0,7,35.0,1,0,0,0.79"
"6211,385700,1,0,0,21.0,39,0,0,3.99"
"6212,385710,1,0,16,1237.0,259,169,204,3.99"
"6213,385730,1,16,55,1725.0,1026,1024,1024,34.99"
"6214,385760,1,0,49,4353.0,3893,4672,4672,39.99"
"6215,385770,1,0,99,3850.0,494,423,224,0.0"
"6216,385800,1,0,13,11781.0,765,430,146,1.99"
"6217,385810,1,0,0,3.0,4,0,0,3.99"
"6218,385830,1,0,5,263.0,337,307,357,1.99"
"6219,385840,1,0,0,11.0,2,0,0,6.19"
"6220,385850,1,0,0,5.0,0,0,0,0.0"
"6221,385860,1,0,21,35.0,14,466,466,6.99"
"6222,385900,1,0,0,13.0,13,0,0,5.59"
"6223,385940,1,0,0,5.0,5,0,0,6.99"
"6224,385950,1,0,36,13.0,20,207,207,6.99"
"6225,385960,1,0,30,2.0,16,0,0,10.99"
"6226,386050,1,0,0,75.0,16,0,0,9.29"
"6227,386070,1,0,19,5373.0,1375,408,579,30.99"
"6228,386080,1,0,56,150.0,32,51,51,10.99"
"6229,386090,1,0,0,18.0,6,0,0,1.59"
"6230,386100,1,0,0,17.0,5,0,0,10.99"
"6231,386140,1,0,40,36.0,21,0,0,3.99"
"6232,386160,1,0,47,58.0,23,277,277,3.99"
"6233,386180,1,0,176,12372.0,6196,864,126,0.0"
"6234,386200,1,0,51,25.0,3,0,0,3.99"
"6235,386260,1,0,12,839.0,148,0,0,5.79"
"6236,386280,1,0,58,130.0,125,0,0,26.99"
"6237,386290,1,0,12,54.0,19,0,0,1.99"
"6238,386330,1,0,20,3.0,15,0,0,0.79"
"6239,386340,1,0,0,74.0,21,0,0,10.99"
"6240,386360,1,0,265,34514.0,8895,1954,126,0.0"
"6241,386390,1,0,25,6.0,0,0,0,4.79"
"6242,386400,1,0,12,67.0,19,0,0,5.99"
"6243,386420,1,0,3,130.0,30,34,34,2.09"
"6244,386480,1,0,29,1065.0,393,282,343,4.79"
"6245,386490,1,0,12,95.0,60,210,212,1.69"
"6246,386510,1,0,18,99.0,73,11,11,1.99"
"6247,386520,1,0,27,137.0,17,0,0,4.79"
"6248,386540,1,0,25,23.0,43,0,0,6.99"
"6249,386560,1,0,46,101.0,12,0,0,6.99"
"6250,386590,1,0,58,605.0,298,654,654,14.99"
"6251,386600,1,0,0,101.0,24,0,0,0.0"
"6252,386620,1,0,45,1368.0,194,153,181,9.99"
"6253,386630,1,0,0,4.0,4,0,0,2.79"
"6254,386640,1,0,19,131.0,98,3,3,0.0"
"6255,386650,1,0,37,77.0,56,0,0,6.19"
"6256,386690,1,0,12,199.0,57,0,0,15.49"
"6257,386700,1,0,31,107.0,43,0,0,3.99"
"6258,386710,1,0,0,11.0,11,0,0,5.19"
"6259,386740,1,0,0,23.0,4,0,0,10.99"
"6260,386750,1,0,4,39.0,15,0,0,1.99"
"6261,386770,1,0,50,112.0,38,365,365,18.99"
